"ghostRank","totalDisplacement:0","totalDisplacement:1","totalDisplacement:2","mass","externalForce:0","externalForce:1","externalForce:2","poromechanicsSolver_totalDisplacement_dofIndex","rockPerm_permeability:0","rockPerm_permeability:1","rockPerm_permeability:2","rockPorosity_referencePorosity","rockPorosity_porosity","rock_stress:0","rock_stress:1","rock_stress:2","rock_stress:3","rock_stress:4","rock_stress:5","water_density","temperature","pressure","elementVolume","deltaPressure","elementCenter:0","elementCenter:1","elementCenter:2","poromechanicsSolver_primaryVariables_dofIndex","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2,0.28393,0.10875,0,8.4671e+07,0,0,0,3415,1e-18,1e-18,1e-18,0.3,0.3,-3.5604e+07,-3.1485e+07,-2.8513e+07,-2.6201e-08,6.9446e-08,-7405.2,1007.3,0,3.5062e+07,55579,62284,32.068,46.154,1500,95712,1,290.98,27.812,48,2000
-2,0.28525,0.10568,0,8.4657e+07,0,0,0,3419,1e-18,1e-18,1e-18,0.3,0.3,-3.5499e+07,-3.1585e+07,-2.8512e+07,-2.7227e-08,6.9481e-08,1.9359e+05,1007.3,0,3.5058e+07,55663,58393,29.115,41.026,1500,95713,1,297.91,24.348,42,2000
-2,0.28644,0.10262,0,8.4643e+07,0,0,0,3422,1e-18,1e-18,1e-18,0.3,0.3,-3.5399e+07,-3.168e+07,-2.8511e+07,-2.7854e-08,6.9968e-08,3.8017e+05,1007.3,0,3.5055e+07,55746,54559,26.162,35.897,1500,95714,1,304.84,20.884,36,2000
-2,0.28751,0.099549,0,8.463e+07,0,0,0,3425,1e-18,1e-18,1e-18,0.3,0.3,-3.5303e+07,-3.177e+07,-2.8511e+07,-2.9141e-08,7.0706e-08,5.5483e+05,1007.3,0,3.5051e+07,55830,50782,23.21,30.769,1500,95715,1,311.77,17.42,30,2000
-2,0.28848,0.096478,0,8.4616e+07,0,0,0,3429,1e-18,1e-18,1e-18,0.3,0.3,-3.5212e+07,-3.1856e+07,-2.851e+07,-2.9279e-08,7.1624e-08,7.195e+05,1007.3,0,3.5047e+07,55913,47058,20.257,25.641,1500,95716,1,318.7,13.956,24,2000
-2,0.28934,0.093403,0,8.4603e+07,0,0,0,3432,1e-18,1e-18,1e-18,0.3,0.3,-3.5124e+07,-3.1939e+07,-2.8509e+07,-2.9391e-08,7.2165e-08,8.7574e+05,1007.3,0,3.5043e+07,55996,43388,17.304,20.513,1500,95717,1,325.62,10.492,18,2000
-2,0.29009,0.090325,0,8.4589e+07,0,0,0,3435,1e-18,1e-18,1e-18,0.3,0.3,-3.4956e+07,-3.2096e+07,-2.8507e+07,-3.0182e-08,7.329e-08,1.1677e+06,1007.3,0,3.5036e+07,56163,36198,11.398,10.256,1500,95719,1,332.55,7.028,12,2000
-2,0.29076,0.087244,0,8.4576e+07,0,0,0,3438,1e-18,1e-18,1e-18,0.3,0.3,-3.4876e+07,-3.2171e+07,-2.8507e+07,-3.1007e-08,7.3583e-08,1.3054e+06,1007.3,0,3.5033e+07,56247,32675,8.4451,5.1282,1500,95720,1,339.48,3.564,6,2000
-2,0.29133,0.08416,0,8.4562e+07,0,0,0,3442,1e-18,1e-18,1e-18,0.3,0.3,-3.4797e+07,-3.2245e+07,-2.8506e+07,-3.2582e-08,7.3896e-08,1.4386e+06,1007.3,0,3.5029e+07,56330,29198,5.4922,1.9351e-13,1500,95721,1,346.41,0.1,0,2000
-2,0.29182,0.081074,0,8.4549e+07,0,0,0,3445,1e-18,1e-18,1e-18,0.3,0.3,-3.472e+07,-3.2316e+07,-2.8505e+07,-3.3517e-08,7.4453e-08,1.5678e+06,1007.3,0,3.5026e+07,56413,25766,2.5393,-5.1282,1500,95722,1,353.34,-3.364,-6,2000
